DataTable:,Function DataTable for [Raw Ci on CYm API F(t)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:, December 16 2019 10:10:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description:,Table of function data for [Raw Ci on CYm API F(t)],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legend:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
integer,id,ID of each record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,1125,11261.26125,19.40608653,55.44692752,47.89640924,66.34879451,43.97293018,56.38224323,66.81449131,36.77645164,67.56209044,59.10187113,29.27843889,28.02519147,50.99622505,53.74644914,59.25358622,53.43735603,56.29779418,90.84033307,53.79756969,65.6819296,60.67497472,51.91469244,74.03689864,57.98078222,56.25462867,38.42854458,29.70342764,36.82339957,28.68279348,69.29835188,56.53492726,20.56182324,56.00321498,15.57588958,26.16222935,23.8402809,54.09636987,45.96809976,22.84035016,9.997674461
1127,1126,11271.27126,12.92718296,53.47822541,41.00897501,47.05893081,42.187767,46.89823487,61.92293727,33.72763313,64.80861835,39.54979249,26.00212755,32.79450413,57.54775852,45.45577144,59.18002537,55.66864807,54.68833018,69.69330527,57.09763117,48.60288175,55.10066317,49.86406095,55.37619741,58.15233517,57.85994316,41.84756698,26.99273986,35.16579841,23.20451217,50.2116619,51.65417262,15.61923797,51.85273589,17.49266695,25.97604515,29.35610939,52.23105972,46.12016061,22.22237752,22.35552798
1128,1127,11281.28127,12.88476357,50.72379913,79.58783496,50.47540683,37.84877953,45.84881139,73.35610723,41.7705092,63.99761607,39.59355063,35.1376225,12.76100777,62.23975842,52.10933258,65.95770443,69.21173541,54.27943078,57.70445485,53.17403929,56.56993556,58.5943098,48.77172662,59.38740179,58.43178068,58.38694487,39.66237191,24.60190513,36.56475376,30.66968789,55.21477341,56.33391441,31.8237505,45.43985391,13.6633386,21.56013355,19.04121724,52.17441327,43.9166024,39.17611175,23.68369095
1129,1128,11291.29128,11.66309036,49.98301171,73.96059657,50.19638604,56.04872035,40.71593136,74.1769502,30.46170167,60.81437762,45.90444569,37.8341648,8.551816278,51.8760305,42.19060891,69.66542442,58.2435067,53.2774969,50.04791312,58.07131978,40.20216143,56.69243977,46.72902584,49.30818866,59.46746505,54.00901773,33.95726035,23.12069749,36.45036234,23.28387949,50.79353974,49.03499285,34.58038113,60.58084781,14.12364176,36.29011651,25.07323001,54.12848283,56.0370152,16.15505029,19.03528625
1130,1129,11301.30129,18.15062515,51.14139118,47.27098645,55.15250531,42.7831127,26.34510712,63.83265358,36.23099995,56.79954538,61.07956355,28.19820665,31.07311694,63.81435096,51.00323674,68.39382254,50.55202614,51.87268549,33.01382586,53.74388472,51.50857285,51.91934204,48.28820064,76.39657476,58.68142271,55.33731181,34.39339271,19.8830051,31.76791102,28.08503469,53.62308394,58.00098033,34.44181781,48.56737838,13.90587047,21.95599761,28.72852631,58.60935365,44.97397203,9.799467186,34.80454431
1131,1130,11311.3113,9.852015167,49.16216564,61.27379972,51.58853104,72.88505805,53.56398606,71.82330862,28.56619392,60.28373622,41.00571348,22.07258298,30.29042622,72.14442506,48.37070738,74.49759939,58.27986095,49.54287067,71.80625976,50.29011779,52.57303516,55.30135007,52.28872009,53.31082227,55.27698818,52.52295987,23.39245512,12.30686129,26.36199594,34.73348473,45.5674283,54.95823997,26.95765551,51.93714869,16.76574006,23.91573403,15.91971549,48.1991513,31.47736789,21.63553831,30.59213294
1132,1131,11321.32131,12.07750416,49.36308413,70.38811627,58.00217306,56.99530505,61.33157605,65.56647495,33.47985243,57.18857712,44.26052076,36.45041172,26.92453608,51.85726381,57.06018907,66.07524028,47.26536849,50.53757698,57.34961462,51.55452034,64.91996606,56.47670344,48.5501637,47.78861003,59.71801452,51.82927689,21.04597469,9.94690755,20.52601558,25.49365872,39.73507235,47.58184236,36.70177435,47.73007349,10.41100986,28.62356207,24.32833389,45.21612514,37.59613125,14.9264546,19.80806543
1133,1132,11331.33132,12.18940486,37.58082715,26.62698505,43.49548117,48.13430098,31.13379898,79.75533203,28.54063366,59.72967037,45.4753209,37.97348508,34.78288204,62.33124988,51.66374198,58.43908625,56.25307604,49.96429153,60.98997182,45.90300983,55.82472521,49.06223668,49.30040346,64.13717598,51.86611876,49.99864417,12.68586054,3.850405488,16.97074715,19.9604946,48.46845762,45.97350321,37.71201388,49.18592476,8.106426051,23.32215609,38.99931085,46.50777385,26.84474152,8.452273507,26.08146237
1134,1133,11341.34133,14.98935694,45.89879989,73.74120918,37.79618436,49.30099297,50.79776934,75.52547794,29.44221718,55.43798874,33.0671893,28.85973384,44.09905292,59.13290771,48.96819417,61.95959815,60.12711505,47.32506094,49.1107688,47.63575018,44.07781764,51.40274848,42.41598873,39.41146823,56.61544679,49.73597116,13.21238333,1.1947072,15.88477055,25.61672042,53.37506604,56.03447994,26.01244462,40.10350873,17.74206519,24.17307245,35.04393012,49.15529508,43.13919092,20.7581043,32.96530677
1135,1134,11351.35134,15.41578718,51.47461705,26.73374035,55.00852978,58.87876113,37.8994998,55.77499094,25.61791888,55.93543305,58.62280403,28.22765522,31.39317936,48.43363657,50.63809549,69.03676317,64.35187155,48.50185886,51.54464836,50.46883566,50.59808468,48.5239203,45.09868428,41.97121747,50.98752138,53.78200112,12.15618434,6.153714342,11.61115759,27.53290376,43.61250469,38.8482567,34.00579346,49.4745415,14.4753517,24.08748485,31.91450552,65.84172539,48.33119598,19.08941041,23.85867941
1136,1135,11361.36135,11.77991955,43.50627599,66.40062055,36.97046224,37.506425,32.83334269,60.03834882,35.55599458,53.013886,43.7803946,30.60679402,37.71647799,44.06743179,51.48612246,48.82126829,43.78840103,45.93191753,47.23327441,43.01587711,58.17657519,49.01622503,47.92545483,42.15114695,48.93463607,51.61353973,8.889846432,-2.074613332,14.45301408,14.63412693,43.25637321,49.91843528,23.69008257,49.30250599,12.38900419,20.83812708,33.82236275,64.71828052,40.35096335,22.92714502,20.53361412
1137,1136,11371.37136,15.45464241,43.103471,52.92471643,39.05192994,29.30130773,28.53219897,83.0889596,35.00400632,48.9813945,36.2467026,31.40923977,22.7213572,64.78504642,48.93955108,47.73683701,49.15765104,45.57295107,56.4672312,47.80646303,63.12103731,46.14346406,49.35509417,61.27538331,50.15721532,45.03530781,6.823399435,1.510682252,12.63322285,24.5049107,40.91913042,34.75502154,36.28757299,41.90013175,21.26390201,26.81087667,34.45547717,63.63371748,18.33247075,21.14779646,34.00437966
1138,1137,11381.38137,15.61308657,42.9555982,59.44173156,39.32667985,42.58080165,35.57280958,70.54178847,22.89604264,47.19340893,44.8624124,6.908752335,46.3629309,49.55221048,49.92091961,54.73911576,47.92714132,45.220428,39.32342323,44.63331792,46.27056507,42.38435175,44.29474849,52.08212186,46.0483344,47.0604063,10.33103962,2.840687261,15.28129587,23.25822364,34.06031427,62.95333881,22.95364166,49.41361678,9.57210229,26.20424021,27.04713601,39.9581885,36.48005568,24.231237,33.20324832
1139,1138,11391.39138,16.29056299,59.54143548,76.3084466,36.78873228,32.96986164,24.59658989,62.36686256,29.99210873,45.00095778,48.26041178,23.35898977,38.51966804,47.1142942,49.19841186,47.92658985,57.54229337,47.01925433,46.19927463,44.30037627,54.36624566,45.28726704,43.15482959,40.82006658,43.00114249,36.01589788,7.755923848,-0.26100063,12.37068001,17.5602611,41.07600601,51.50064907,28.31095782,48.86675922,14.43709451,23.20804003,34.26820984,48.62068323,37.85275013,13.69948546,33.39219012
1140,1139,11401.40139,17.5037138,52.07769896,40.85348333,62.50027919,41.16513685,23.7093641,71.76467698,37.42045674,42.04496834,50.90321614,22.74668364,33.5077447,37.80726133,42.58186392,59.45891934,69.28039653,46.21550614,59.10745667,48.3313276,54.22484697,42.19335338,46.8976,51.39108938,47.921298,45.80816413,6.768846876,6.680096873,14.45342523,26.27348313,50.97060113,49.35934965,39.24993743,50.55201117,16.26152109,25.59422572,33.61262778,53.35161234,53.63601815,25.68914729,18.19600907
1141,1140,11411.4114,10.3561524,41.86660418,81.07387065,27.85297949,21.17496225,30.50124189,68.25515448,23.41643127,39.98793439,40.68220677,32.014239,35.55854951,40.35491555,52.56887071,63.72817935,54.22728017,44.3030436,78.15764817,40.94285012,45.08204939,40.86185731,46.92482093,48.23455827,42.81884503,46.68320153,9.45056495,-3.567203137,13.95404879,19.1612399,49.26738501,63.54738422,32.35872619,54.58621791,12.48952162,20.21836848,27.59010963,51.115324,36.63164293,20.02211403,34.31889833
1142,1141,11421.42141,11.06440826,51.48516949,60.99066751,50.69017853,28.76101021,24.30645735,81.89119894,23.83163352,39.37170576,61.60072787,17.63156667,20.95365533,56.2155157,47.26341215,57.55209851,46.2722908,45.39924826,65.5654909,43.95748038,64.13670309,42.27773447,40.06155471,49.52192791,44.96857625,39.63349797,12.78274086,2.038844608,12.93476289,29.54342368,26.49930606,44.42375395,36.31234251,36.71795305,18.55901139,26.12964335,23.48559359,39.50910099,32.76478851,24.31960132,32.43006697
1143,1142,11431.43142,14.43931878,42.56443149,32.12348962,41.72603866,40.98602141,57.32017498,76.35469686,21.57017939,33.46528925,47.529205,27.08420107,34.15637803,38.16183783,43.24817339,66.98786357,45.12928666,42.5746717,38.44088293,40.41197543,39.64270922,38.0824664,42.93458778,43.5143255,38.37109818,40.81249884,11.93213585,-5.703909774,11.79565635,19.05777567,35.68114103,38.7776129,23.71421603,47.41226334,14.23831986,27.49667029,37.60828714,54.39112532,17.17195392,18.01673559,18.03921445
1144,1143,11441.44143,13.02126461,34.43976705,70.16683538,53.99006531,14.59955591,57.80034201,63.9750447,16.21514414,32.12503674,36.47061551,16.76054948,25.58284321,51.00704847,36.38010041,66.98912694,46.64921123,41.12953622,35.66497084,37.56149927,53.84674306,39.29966567,42.63136137,38.95817735,37.40310318,36.61856015,6.684293792,2.90700609,12.84227024,20.6076087,28.15929932,31.35760391,31.81287495,49.55064643,10.34070306,12.77466731,28.54582851,37.1857302,33.08497375,17.62306692,32.21258264
1145,1144,11451.45144,12.27043673,39.97887992,40.020156,42.08998742,48.35600403,45.86763016,70.13974294,21.6391112,25.80116929,39.6391135,18.15126249,37.84814634,42.02026927,42.38343128,53.25046267,45.73227868,42.72529794,46.32471066,37.41311882,45.9442357,39.72098286,37.83669521,38.31812837,42.4008796,35.78861533,11.61691497,1.581925056,11.79435621,15.67130059,34.91459176,46.43017829,30.60432997,30.55612487,16.72713852,17.02920207,38.56436077,35.23642702,46.60773415,17.90063357,27.25587422
1146,1145,11461.46145,15.07780422,38.56118403,57.38298871,41.58411063,32.0206312,46.32860901,70.40777329,27.44059307,15.91182977,35.13404643,18.44787248,28.03839232,35.22534108,37.9727889,60.02808606,34.38959372,43.53464523,66.36198556,36.70328626,34.95498808,35.68412439,43.76967025,35.4914727,38.01778573,30.70635186,8.518951302,-0.471704791,13.27843836,15.13533851,32.4878283,48.37304466,24.57852576,49.6531076,2.599466911,12.1540246,26.25152215,45.98713366,16.46561103,10.47027625,19.34421233
1147,1146,11471.47146,11.49694376,43.52267805,52.63319914,52.65720681,41.80886606,44.21709453,73.02944523,35.48395175,11.40013274,29.79532254,9.290995035,23.15157549,43.48009421,45.32385056,35.694324,29.55429165,43.22560917,56.45693362,37.10730951,31.93223847,35.07825842,42.79894024,7.754466967,34.55687302,39.98906077,9.704793259,-0.990303634,10.62777369,9.239200777,29.81160159,43.74888228,28.92307357,33.01959184,11.40488953,18.88619348,30.71843618,38.17574755,41.54969398,27.11317497,40.15580358
1148,1147,11481.48147,10.3711458,27.69185035,58.97783391,19.09758974,34.30626374,24.27044796,58.41341478,30.84249218,2.584725696,29.48011589,16.26120588,33.79990282,36.80787772,37.65987207,59.58132977,33.48320086,43.06966297,55.21650432,31.90444179,34.70061559,33.86152975,38.71275305,34.19252413,30.50778115,29.58485358,9.11118094,0.681854129,12.59331059,10.15606018,27.63059135,60.96876648,18.38752629,45.66181024,5.885611027,20.63435412,29.65957129,38.48046399,1.145130815,11.20090186,41.55516425
1149,1148,11491.49148,8.08432163,26.21683617,41.05205685,48.81198819,20.430866,51.89041537,76.76511835,18.17711923,2.665096126,41.51872102,28.86382511,29.65039037,43.86183048,22.69379113,65.31066649,43.94718425,40.75913916,63.46328894,33.12507505,35.92853009,27.44586816,43.98747701,23.9106707,30.01317093,33.02005634,10.92266758,5.045090938,8.523795866,18.16394432,22.94826379,29.20472423,21.23173622,26.08895966,10.48209804,13.65413756,21.64335475,40.14592292,9.904617485,16.41219964,26.86658231
1150,1149,11501.50149,9.55539804,33.81630959,39.83477654,12.74756802,36.75576973,63.77912323,60.08860451,20.24170162,5.647192486,36.78415275,14.26620524,18.92966726,38.87239318,35.14822194,61.56806308,21.29713724,42.00519243,48.18395849,35.81834424,72.81483214,26.20187698,43.64327504,27.85589747,27.29226109,27.1883795,8.484023449,0.372911404,13.10927404,9.964884094,27.16997552,23.5410213,35.37328284,25.54371192,7.066268916,14.68206215,20.52089826,33.30564709,9.129160672,18.44474219,10.56712644
1151,1150,11511.5115,10.56679358,17.94377399,73.73403956,47.34803536,30.3308155,41.98671375,52.24871654,23.23052138,2.858176999,30.96681142,15.40563518,33.86954106,39.62313693,45.85166704,52.39687611,29.79959255,45.860261,61.91467437,33.65380729,29.25348549,18.14343526,43.88462567,16.94727944,21.04762496,20.0568726,4.928789466,3.600470285,9.807125674,3.736893013,26.79885358,43.17020767,16.08625458,28.23786065,6.219175832,19.16681967,24.409912,38.16485789,15.09131994,10.19677739,14.9110574
1152,1151,11521.52151,15.48666107,27.9783268,78.83726123,34.60580339,58.81544687,24.63153173,70.52503658,6.757528271,1.894317453,43.37026366,16.3169798,26.00181672,50.26426035,19.79885287,66.9991252,25.79022957,41.97045973,39.17717279,36.50016855,29.63457578,10.55363691,39.04898394,32.65965389,12.45039762,13.94496022,15.0668457,4.95859401,6.785713702,9.021580837,11.70868018,13.8970718,22.52413471,19.01980444,8.954586913,17.12342609,18.56976342,29.34774492,-0.034202065,12.58066524,40.04714738
1153,1152,11531.53152,6.889938249,24.10449364,72.25399522,38.51350412,41.12094625,42.29623311,47.93510297,28.88540322,3.434222429,41.17589617,11.79421677,33.15838559,43.47811417,20.06208513,46.63382474,14.18884181,45.90448658,53.7304695,37.33044218,45.45485901,1.253743802,37.56804321,27.76420373,4.243017633,8.55511321,4.799666231,0.585703489,9.71740841,6.234170236,21.10380971,35.01649639,27.74286198,20.66630256,9.761908443,26.00852549,31.24472768,36.95521929,-9.842384546,7.604115716,29.62153423
1154,1153,11541.54153,7.120614183,28.57668969,62.02344034,53.11737975,31.06435623,41.77196937,59.88758174,24.78823691,5.986508662,22.39274055,2.577758158,32.28348104,45.96850157,25.96011734,50.34146826,6.98569518,37.57983312,53.80615494,32.29562333,29.97912747,7.007728024,38.82188432,37.41157222,1.239988168,4.623553436,8.732673303,1.371391313,8.207855724,7.854495604,19.6386824,30.76990912,17.10618331,14.75610209,10.73421145,20.943625,23.44281358,31.13710956,19.90063512,21.62870647,34.94008743
1155,1154,11551.55154,1.517006294,19.99904063,54.3707244,34.52386377,49.80231137,30.45098349,48.00211056,18.91316346,3.955086077,33.72911188,21.9431765,27.1627019,46.44364842,20.31353903,57.34369563,10.58205947,43.43476233,52.07213442,38.58413074,45.29953484,5.70442403,37.79828262,18.48225461,8.85643214,7.839169096,6.446452337,2.746804472,11.289704,-4.966047793,10.13167915,22.45165793,27.89337995,20.71371327,-3.785677853,20.16811402,31.39214377,29.7592133,16.79539041,15.05678919,19.22530697
1156,1155,11561.56155,8.665160888,31.58926597,36.99835582,36.41942801,46.51671617,65.37690985,60.14723615,27.80147847,4.215484427,32.64497869,22.70903519,25.11182028,36.75287609,27.14578248,57.12029212,9.826263153,41.67374167,6.521414581,37.88166673,49.11392748,5.010568682,39.22131273,32.75259929,7.920244779,11.30992488,5.829798948,-6.138230183,7.455369593,-5.041723525,19.66205957,36.99965125,3.66602323,16.61252663,-2.113665405,17.03577317,23.05606594,27.14946244,23.59740364,13.33186682,28.4118749
1157,1156,11571.57156,2.482165738,26.07629373,22.66211792,41.29181236,5.60367412,25.14674123,49.17474338,7.377148839,4.613267381,28.31056496,33.15973616,22.61271127,36.23982312,16.42690311,58.65649453,14.27636657,39.27617606,29.57480008,33.50882365,21.91451587,5.600258033,39.70983785,36.95701357,4.780520018,5.428017331,9.66355347,1.399389926,6.659810859,6.240101793,9.14661347,35.22679157,26.10200571,9.646581431,-1.608404779,19.54199024,23.98448047,24.89019368,16.20527348,6.19914355,6.058717827
1158,1157,11581.58157,9.963078237,26.51584371,63.28263159,21.9795629,50.04344496,45.45069186,39.86068844,25.92144682,3.89751373,39.59005117,16.36722772,30.94024237,34.14870785,26.34994451,41.36113519,14.52661081,41.55356829,26.36009968,36.27253831,38.59286836,3.666992316,40.30807146,31.40181088,7.636671736,6.889828317,1.179372759,3.871576433,6.868892082,-2.205159505,23.020268,38.89557605,22.72738207,15.66250676,0.308618645,17.84694491,33.82594719,5.875131171,9.947595147,15.47720796,29.68638302
1159,1158,11591.59158,6.136043887,41.7690965,69.28298174,33.87315803,51.72475796,52.52890396,36.49355707,7.40852514,5.214970937,28.20584367,24.15043811,29.33265718,37.96545851,9.784068091,46.41654947,13.66455862,37.72820881,72.22667221,31.15058312,30.11328123,1.598336667,37.80803115,22.71749866,3.87274866,0.740716183,16.47146548,0.281474939,6.813091719,11.89376334,22.1249887,27.50622211,17.1912444,17.6552943,0.416486746,12.33774037,23.02375052,7.291619661,14.14276892,12.38194982,28.03301349
1160,1159,11601.60159,-0.327615135,50.81481369,53.60990655,18.33834799,35.81065354,50.29266782,53.14494305,17.44111076,3.117974295,27.91221281,18.59630317,12.14890746,41.07251457,25.85481672,55.4778789,2.136765,35.21460743,20.25971978,31.85015906,25.7315595,2.499486192,35.37143671,3.477154571,4.775702516,5.367766912,11.11550851,3.655661074,5.644970225,9.346994653,9.991768552,18.68519283,42.38177837,12.43184637,-5.84716105,12.10133837,20.68984563,3.186904494,20.13057154,22.00938575,32.34075954
1161,1160,11611.6116,3.801771457,25.29513654,58.48352106,28.24039661,53.89239327,46.00990668,39.40001126,22.61408598,6.755748722,31.74763456,21.57011667,10.04487356,24.97364459,0.267259512,57.42589293,11.01731004,33.3762218,26.42254407,34.76394999,38.49993135,7.036374327,35.47267753,2.488377789,6.070706873,11.80167032,13.9815517,-2.374745841,4.969094337,1.94160917,17.74037774,29.68958583,26.84428245,10.17985725,1.009853593,11.11771578,33.40827589,14.05589637,-0.122139675,18.09073279,21.15052193
1162,1161,11621.62161,4.070150988,40.02277972,38.60933744,18.51551602,34.11239353,10.93407156,55.54884033,14.23299512,5.513611883,38.17229592,10.3240401,20.50003587,36.46488308,-5.989602355,51.99852217,21.75312657,39.10865884,64.99545855,30.24992853,42.64318602,2.207994898,39.51152839,20.61355841,4.346417942,7.617868626,11.3709877,2.296391586,4.721824225,11.11251447,10.3601842,17.806152,27.04354507,11.80588474,-5.495035161,9.994567654,28.44546521,5.980601588,16.65622652,14.97757186,38.22696145
1163,1162,11631.63162,2.634655538,36.91876708,27.21349779,41.18723188,21.19713859,32.51931771,51.41949762,18.43627109,4.306452745,27.02935808,6.743199695,38.53841634,30.26235306,-5.491495167,52.03716756,3.085526992,35.94400382,47.13860784,31.35177769,30.14184647,2.584617025,32.12615511,9.07346216,7.556274527,11.97984695,12.12968909,1.510176466,6.338800238,7.809988933,15.24043378,24.51549076,26.70241852,10.17028316,-4.910088816,19.42419526,22.91674944,4.519407995,9.714203902,21.26821564,27.93955637
